latitude,longitude
40.70365697,-74.17148596
40.64895839,-74.09160195
40.71314006,-73.96160121
40.82624648,-74.02961722
40.63375911,-74.10946025
40.6308039,-74.11339612
40.64599696,-74.05320965
40.58436968,-74.0438397
40.71561291,-74.06466348
40.71213424,-74.1727076
40.70130434,-74.06139998
40.66131878,-73.93395748
40.8091438,-73.91159928
40.7622559,-73.90837735
40.80393667,-74.11425287
40.82105746,-73.88335728
40.67647535,-74.1374396
40.61639474,-74.04702654
40.71081262,-73.9565178
40.59954475,-74.08426968
40.64653893,-74.12387914
40.68374327,-73.91009398
40.83195289,-73.90752376
40.58060452,-74.07466192
40.67560856,-74.02455819
40.75341358,-74.03314678
40.80775635,-74.04612898
40.76132746,-73.94490263
40.71145684,-73.90420581
40.68364879,-73.84183558
40.65691488,-73.90548779
40.60140253,-73.96343018
40.81098974,-73.99857257
40.82139465,-74.12202095
40.65658535,-73.87041991
40.63420851,-73.95127131
40.7819179,-74.13971967
40.57128987,-74.00676969
40.60386514,-73.89989999
40.67409449,-73.88641706
40.81775721,-74.01455518
40.72145809,-73.94326834
40.72646937,-74.0970045
40.73086081,-74.00115548
40.65810181,-74.14305676
40.74308266,-74.07950486
40.77460279,-73.89870489
40.69482522,-74.09727425
40.72878043,-74.15036017
40.72925758,-74.17932468
40.73195811,-73.91137559
40.69304399,-74.10813996
40.79834348,-74.07903931
40.67376119,-73.98407983
40.78621608,-74.00524451
40.70722557,-73.84328023
40.67203392,-73.87438385
40.64473685,-73.90693809
40.65452797,-73.94329286
40.7121924,-74.00006804
40.77261457,-74.08026104
40.71791167,-73.82900473
40.84050542,-73.9387069
40.74141609,-73.95521758
40.65747406,-74.15109724
40.72542497,-73.8697935
40.61687625,-74.0121577
40.60423663,-73.90977535
40.79914264,-73.86066013
40.64196007,-73.97710597
40.59711468,-73.92864461
40.82053651,-73.91761985
40.57970653,-74.00133826
40.66757307,-74.1130382
40.75136178,-73.90111669
40.64824794,-74.08228563
40.71053843,-74.15841326
40.77608747,-74.12104361
40.57594038,-73.97034619
40.8058828,-74.00228077
40.61712912,-73.92048507
40.82348252,-73.95826409
40.72442814,-73.84945268
40.76944918,-73.97771323
40.75061271,-73.90273481
40.71712551,-74.02393159
40.73701766,-73.99974501
40.69272869,-74.04203771
40.76132738,-73.86155017
40.73443253,-73.89612617
40.70864629,-73.95156811
40.61860746,-73.94323001
40.61315984,-74.10743206
40.59708986,-73.96795844
40.80553788,-73.97104386
40.57147746,-74.00936444
40.75176593,-74.06233913
40.74448422,-74.06344275
40.65115205,-73.93113395
40.61601919,-73.9880115
40.68849699,-73.91418227
40.68760938,-73.93733078
40.82737432,-74.00962467
40.81788865,-74.00806904
40.6192075,-73.94217039
40.65916784,-74.03202419
40.72735412,-74.06085452
40.61099317,-73.9088159
40.8136049,-74.04655783
40.75506654,-73.85357039
40.77310945,-73.945356
40.66110776,-73.90203499
40.66424934,-74.03619071
40.60563999,-73.95019859
40.69022,-73.93532476
40.73818526,-73.96035123
40.69586332,-73.818557
40.66996969,-74.1424521
40.79168041,-73.88404844
40.71439934,-74.04227413
40.62837168,-73.98646747
40.65192582,-74.12692491
40.66977824,-73.87026343
40.72364248,-73.94660983
40.82848179,-74.07213024
40.82094183,-74.02303628
40.57366532,-74.00551484
40.69938475,-73.85413613
40.80431134,-73.8978161
40.62164675,-73.98219957
40.65040463,-73.89584935
40.75077838,-73.99618263
40.74023617,-74.04430606
40.79504146,-74.06544493
40.6628245,-73.98816971
40.70099873,-73.89460517
40.74448743,-74.11277962
40.66594307,-73.92561896
40.65311394,-74.07447543
40.64536245,-74.12096721
40.73446727,-74.11758136
40.72899893,-74.14976321
40.67126344,-74.05078312
40.68760547,-73.99444
40.7795273,-73.91787354
40.80749421,-73.98575733
40.68719686,-74.19257891
40.7655632,-74.1848824
40.62970772,-73.85580181
40.5942625,-73.90690785
40.72606306,-73.87906192
40.78327022,-73.89570467
40.59257437,-73.98798908
40.76119976,-74.137487
40.69618394,-73.97251612
40.82009025,-73.96192349
40.7508956,-73.88772488
40.78808574,-73.94007432
40.65190426,-74.17906872
40.7045599,-74.03400281
40.7773533,-73.90955577
40.7128148,-74.11557736
40.61466317,-73.93956338
40.79259739,-74.0638631
40.79530939,-74.15100718
40.7728454,-74.0192723
40.81263195,-74.13495785
40.71834571,-74.04253322
40.83279219,-73.94741811
40.63108849,-73.92660825
40.74851098,-74.05970154
40.69289493,-74.05534299
40.62732882,-74.09002183
40.76086463,-74.02327575
40.75590471,-73.85566563
40.58926616,-73.93401441
40.80982777,-73.90668372
40.77798974,-74.01200586
40.77857435,-74.12391212
40.68401742,-74.0556762
40.78572478,-74.00693421
40.69503395,-74.1076128
40.64633676,-73.97335174
40.84942167,-74.01515563
40.63424713,-74.03555337
40.79266849,-74.14527873
40.65216842,-74.00426726
40.76759262,-73.92989325
40.73165127,-74.00444788
40.7377416,-74.00017522
40.84450052,-73.94865319
40.7708995,-73.84211436
40.69398784,-73.98635991
40.58216748,-74.05069908
40.71562949,-74.14577391
40.6154467,-74.10339988
40.60753487,-73.99812157
40.64903935,-74.06216213
40.61145796,-74.00168828
40.69881142,-73.90723175
40.76580097,-73.83854693
40.75901009,-74.12979755
40.62845049,-74.06936725
40.81786327,-74.05082009
40.63661528,-74.07361301
40.72343601,-73.85749268
40.66582291,-74.0113383
40.75371808,-73.88348284
40.68807272,-74.11198969
40.65908835,-74.1400395
40.58407605,-73.98123903
40.77400439,-73.95695906
40.65979976,-73.83742768
40.65824462,-74.08111308
40.69377626,-74.02213998
40.72121622,-74.15825551
40.71714564,-74.13412286
40.80636666,-73.96607752
40.69284819,-73.91300624
40.68024188,-74.09586175
40.57229568,-74.02597738
40.63803656,-74.06265336
40.83711447,-74.00480093
40.64676054,-73.84877342
40.60928686,-73.98506644
40.66054886,-74.11871922
40.67740122,-74.09099505
40.66032219,-73.97640748
40.74195937,-73.94890794
40.64782816,-73.89632289
40.73677804,-73.94423877
40.63100302,-73.864081
40.61333001,-73.92783216
40.7174925,-73.91561203
40.66529528,-74.1132539
40.76791564,-74.12549395
40.65337098,-73.99089488
40.67039178,-74.05668516
40.60108291,-73.94400685
40.57089008,-73.99520706
40.73125355,-73.96593396
40.66446935,-73.87196635
40.74342546,-73.86839179
40.70192113,-73.88737277
40.76323081,-74.0559334
40.70718223,-73.87561243
40.60132277,-74.02478535
40.7824952,-73.95676479
40.83216796,-74.07015573
40.57504494,-73.98658816
40.58394214,-74.06000069
40.65175563,-74.07664929
40.77202651,-74.00713242
40.67120496,-74.03360907
40.8149958,-74.12265775
40.60858083,-73.93684194
40.69402138,-73.88555058
40.6906178,-73.89885506
40.80437866,-74.1354561
40.78939842,-74.16452027
40.64387663,-73.87642357
40.66314489,-73.86500482
40.76350031,-73.86076014
40.69928455,-73.85972418
40.83422198,-73.9777241
40.67556864,-74.14404874
40.69170481,-74.1349012
40.78266556,-74.05207607
40.73653792,-73.84706016
40.70622691,-73.91867744
40.66963645,-74.056918
40.79754149,-74.08798482
40.67398039,-73.83115318
40.70048776,-73.87267896
40.63881271,-73.99240423
40.72312973,-73.93510852
40.81963586,-74.01444628
40.70122839,-74.04328989
40.60973135,-73.89985517
40.83154368,-73.90775769
40.63437281,-73.88049978
40.67257985,-73.8954427
40.83997312,-73.99582124
40.67768605,-73.82353409
40.76134805,-74.17679066
40.74557875,-74.09531084
40.80167695,-73.98588122
40.76608289,-74.03535038
40.69158616,-73.85922436
40.66294245,-73.92545039
40.57134036,-74.01213903
40.6962295,-73.99562129
40.67381585,-74.07609475
40.62933388,-73.99077615
40.64789551,-74.08857863
40.7143298,-73.90106284
40.68030043,-74.13755093
40.66719806,-74.14085683
40.77546134,-74.04204195
40.73224307,-74.18616289
40.64456217,-74.08006552
40.60831725,-74.10613338
40.68229692,-74.14257171
40.7806669,-73.91551553
40.61546715,-73.88077823
40.79110167,-74.07551718
40.58127436,-73.94377019
40.75385857,-74.14473781
40.72697799,-73.95686868
40.65163441,-73.98886441
40.65913668,-73.94368553
40.7431485,-74.07893404
40.64774774,-73.97041153
40.61980446,-74.0647067
40.68829102,-74.13118944
40.76012344,-73.97925638
40.74701083,-73.91300291
40.68102198,-74.11260239
40.81612764,-73.98416088
40.60305442,-73.94991789
40.82601308,-73.90433464
40.67615428,-74.15949551
40.80993436,-74.08338056
40.6268265,-73.97658437
40.58175719,-73.98206946
40.85532529,-73.99928506
40.6165831,-74.00272087
40.79113805,-74.00710241
40.65877434,-73.96891322
40.74484169,-74.00927828
40.72374896,-73.87356426
40.66970066,-73.85974058
40.69620638,-73.89968444
40.81922146,-74.10867403
40.68246774,-74.14410131
40.68138039,-74.02207916
40.75303399,-74.0247283
40.78558356,-74.08503678
40.82581988,-74.06278016
40.81309172,-74.0562612
40.6899851,-74.1735768
40.7538924,-74.06660612
40.78924216,-74.09166859
40.83162996,-73.99142113
40.72020782,-74.07674468
40.62144743,-74.00760524
40.61599976,-74.06963732
40.64466855,-73.96241475
40.64095468,-74.1402401
40.76268476,-74.06037016
40.73634335,-74.04783997
40.8520798,-73.9553526
40.8108429,-73.91013735
40.65191822,-73.917237
40.61963451,-74.13892767
40.75471283,-74.10382491
40.75934285,-73.93265471
40.80250723,-74.15251803
40.82361712,-74.02895696
40.58249687,-73.97157678
40.78656646,-73.96836377
40.72551731,-73.93853798
40.74924542,-73.9024942
40.75941192,-73.84108897
40.79775665,-74.08236188
40.65300257,-74.00301938
40.65828281,-73.92995542
40.78938225,-74.16637304
40.7425382,-74.11065792
40.74963565,-73.95191861
40.57609355,-74.01719909
40.84931899,-74.03067058
40.61223692,-73.88952951
40.67294132,-73.89095787
40.68288891,-74.17633405
40.63312705,-73.86242402
40.70240971,-74.11253593
40.58272705,-74.04139996
40.68908594,-74.13242614
40.61388045,-74.06735326
40.61751454,-74.03074906
40.63738969,-74.16166648
40.59386905,-73.96327832
40.63066051,-74.00969031
40.66523411,-73.90026624
40.79344431,-74.14421964
40.72769086,-73.9377697
40.64835235,-73.89258392
40.72232492,-74.17427989
40.69493255,-73.89976298
40.73189422,-73.98823137
40.69895383,-74.07666591
40.63650577,-74.06286983
40.67952055,-74.09550625
40.59814887,-74.05099269
40.63831249,-73.92625433
40.7914323,-74.13037205
40.76363889,-73.8855958
40.71696524,-73.97647584
40.69781673,-73.89463366
40.80106694,-73.91187311
40.79908755,-74.01033475
40.66645203,-73.94688207
40.7651236,-74.033764
40.71409662,-73.99047002
40.7848517,-74.10807306
40.66675954,-73.98741192
40.69905038,-73.99570903
40.73208648,-73.86304711
40.71502343,-74.17038513
40.67684937,-74.08606513
40.64014095,-73.86099058
40.71387386,-74.06603289
40.81001367,-73.87421377
40.71272192,-74.06926926
40.72386482,-74.15010016
40.59129174,-74.00218466
40.58779432,-73.96750895
40.71962329,-74.15602258
40.77120486,-74.14584854
40.63181186,-73.86311576
40.7720577,-74.12205582
40.58411946,-74.07755966
40.66207829,-74.04653858
40.69718997,-74.04101353
40.74300938,-73.99479462
40.76744886,-74.08858916
40.64866916,-74.0315221
40.82433108,-73.96852547
40.63675848,-73.84698831
40.68206942,-74.00224594
40.78414734,-74.13052133
40.73564067,-73.86379855
40.57806141,-73.98185786
40.74461441,-74.08535453
40.72863023,-73.86952453
40.67613191,-74.13713807
40.74020297,-74.15773297
40.6513983,-73.96412601
40.60490752,-73.91256453
40.69378746,-74.03136623
40.66947869,-74.10515116
40.71910108,-73.8733962
40.76628506,-73.96392371
40.67672404,-73.96548114
40.77132706,-73.9915871
40.76380568,-73.97251439
40.59441523,-74.0208303
40.72562189,-73.89606548
40.82929109,-74.0678634
40.62819675,-74.09555172
40.83884399,-74.07987007
40.67878171,-74.05516445
40.66932818,-74.04445357
40.614406,-74.10929139
40.73320783,-73.92073865
40.80981012,-74.08675917
40.74811583,-73.87385795
40.74356444,-74.0785175
40.64282688,-73.87286243
40.72457563,-74.11246375
40.72712839,-74.02931948
40.67804424,-74.03161271
40.78706819,-74.10041707
40.76412395,-74.0453678
40.67487115,-73.89171294
40.66593913,-73.83358325
40.76998417,-74.10834351
40.58206261,-73.96617309
40.60615119,-73.98338812
40.76257078,-74.12407324
40.7518426,-74.18926755
40.70981036,-73.91298218
40.70365485,-73.96163419
40.71158204,-73.81843584
40.62072306,-73.97139272
40.85026693,-73.98827995
40.76307342,-73.96290577
40.70523347,-73.99348903
40.72531537,-73.89066426
40.81362926,-73.9445891
40.74054332,-73.89664359
40.68133053,-74.09533411
40.73393669,-74.00845759
40.79442333,-74.09263279
40.74854077,-73.84619291
40.71936055,-74.18414992
40.61686786,-73.93188504
40.73875534,-73.84431321
40.78859567,-74.01387366
40.84634724,-73.96734115
40.60819704,-74.02762896
40.74913702,-74.11270442
40.57657744,-73.96399147
40.81329795,-74.13730923
40.62818775,-74.0141995
40.76736072,-73.84305598
40.72397012,-74.02652007
40.64008881,-74.15244879
40.70671884,-73.99307876
40.6173859,-74.09336289
40.71846941,-73.9044445
40.60543872,-73.98841973
40.59894947,-74.02817375
40.63986119,-74.0503158
40.76214584,-74.15151657
40.83382801,-73.95989995
40.77383225,-73.90372476
40.72737806,-73.93900028
40.65203654,-74.02240174
40.70312819,-73.88760886
40.75049497,-74.15675998
40.79027623,-73.92783685
40.67107113,-73.8998905
40.84410701,-74.08036163
40.8390079,-73.96698104
40.83417961,-73.93802398
40.72712249,-74.05796862
40.69930595,-74.16564412
40.77693805,-74.01023348
40.58415813,-74.05951857
40.60862506,-73.8909341
40.6684062,-73.92027932
40.68284756,-73.86073516
40.62083526,-74.13066397
40.7821675,-74.04839755
40.65478973,-74.15074129
40.78096574,-74.07742658
40.63224978,-74.13569577
40.81867038,-74.00006256
40.73574477,-73.82147569
40.80731864,-73.97368099
40.75590493,-73.96173998
40.71144254,-74.01957605
40.70696227,-73.87772946
40.7070986,-74.00349783
40.68645096,-74.10430045
40.61197334,-74.10722435
40.72688573,-73.84325088
40.7657529,-73.83400457
40.71002719,-73.96364453
40.73900575,-73.98817391
40.58073278,-74.01752281
40.63554869,-73.93598162
40.69374328,-74.14753852
40.70533232,-73.98597904
40.72524457,-74.13551506
40.6621874,-74.12245274
40.71230478,-74.1821188
40.69754266,-74.00152806
40.63103302,-73.89227481
40.6783409,-73.8755507
40.6957681,-74.04188922
40.61432599,-74.11977774
40.79626694,-73.95408423
40.72826726,-74.00549327
40.83030262,-73.90750306
40.5852036,-73.95720756
40.70642325,-74.02797801
40.75488349,-74.0358103
40.85417094,-73.98820662
40.81395805,-73.94366212
40.71912938,-74.16750155
40.62004946,-73.97933479
40.58554474,-73.97540111
40.66899624,-74.03202155
40.73003206,-74.02951772
40.75669657,-74.01688923
40.70031105,-74.09236043
40.62924654,-73.97524076
40.6956597,-74.00264197
40.60016877,-74.09793137
40.75577485,-74.18878926
40.72919924,-74.10022522
40.74509788,-74.17805359
40.645041,-74.0293308
40.82197376,-74.00877986
40.60793987,-73.93394375
40.79114434,-74.05755574
40.58142216,-74.04352204
40.8052182,-74.0176607
40.79768466,-74.00455252
40.75240523,-74.08121031
40.64734176,-74.11549062
40.76558891,-73.98843456
40.68031499,-74.09138936
40.59865563,-74.10100336
40.57973589,-74.04209007
40.71476313,-73.95349602
40.75060871,-73.96984536
40.78669264,-74.09084206
40.72529854,-73.8269423
40.57281374,-74.0137859
40.79299225,-74.14371514
40.76877274,-74.0110793
40.72770342,-74.14728856
40.72788173,-73.87845746
40.6465052,-74.13012619
40.81869018,-73.91239402
40.7166664,-74.19737819
40.78461318,-73.95566681
40.73690756,-74.04527303
40.82463567,-74.1210329
40.80347516,-73.93016159
40.59063312,-74.04832183
40.71707125,-74.09004171
40.76731353,-73.89029783
40.73091882,-73.91655496
40.69013244,-73.97406128
40.70595335,-74.10099821
40.79402828,-74.13048548
40.65058125,-74.06834619
40.79474253,-73.87335231
40.70307943,-74.13399188
40.71328226,-73.82970734
40.74275034,-73.86496457
40.81939902,-74.03033775
40.65976879,-74.18266041
40.64949278,-73.96699004
40.78863729,-73.96862193
40.6324582,-73.9390546
40.62834998,-74.11929759
40.74391372,-74.06310544
40.74812136,-74.10108682
40.81293105,-74.1200245
40.78942679,-74.04680461
40.68006869,-73.90575298
40.62442645,-73.9787831
40.74670469,-74.18760787
40.8007994,-74.06861886
40.67040045,-74.03431914
40.59076662,-74.04497634
40.72927277,-73.86857668
40.63935104,-74.01381043
40.79963847,-73.94217134
40.67662519,-73.83052018
40.81438817,-73.90904181
40.74253055,-74.18850598
40.69621473,-74.07450826
40.71554594,-73.93921196
40.8232864,-73.91407526
40.6955746,-73.82876155
40.83469259,-73.95836445
40.73113742,-73.91673458
40.73199186,-73.95454843
40.63393361,-74.01225685
40.68648577,-73.9160224
40.61168543,-73.8771175
40.6689048,-74.18294507
40.64493165,-74.14509908
40.67325571,-73.85877853
40.61020842,-74.03850527
40.73656444,-73.95008072
40.78871663,-74.07088098
40.61654694,-73.99618375
40.78635416,-74.01254144
40.58996461,-74.04973246
40.66675287,-73.98090048
40.66958064,-74.17339275
40.76501403,-74.12169624
40.75754075,-74.10312523
40.78994357,-74.09691144
40.6380715,-73.85720735
40.75288079,-73.92201244
40.76083156,-73.93131054
40.79940419,-73.96658191
40.76790541,-74.07593014
40.72100161,-73.83947447
40.60148337,-74.02734715
40.7613043,-73.97654292
40.73985723,-73.85709145
40.70800919,-74.17099259
40.72472668,-74.19377193
40.71300052,-74.16522364
40.66370604,-73.86450349
40.75583109,-73.94655578
40.78214367,-74.17548175
40.69393993,-73.96341543
40.58802679,-74.08222483
40.67670294,-73.90887075
40.76565212,-74.12679989
40.78065,-73.93251226
40.60910892,-73.88535037
40.69467084,-74.14865295
40.65048391,-73.87614129
40.61488747,-74.04295735
40.63711338,-74.16229523
40.61094858,-73.99412632
40.61974676,-74.09904938
40.60676342,-73.88682904
40.75571706,-74.09590814
40.61696229,-74.06089572
40.70931834,-74.04471461
40.62362056,-74.10911888
40.77594148,-74.1657062
40.60816586,-74.11980959
40.70977182,-74.12334237
40.7489532,-73.98267362
40.83919537,-74.02798948
40.61689519,-73.93519495
40.70894652,-73.99742747
40.66412682,-73.87060254
40.81400324,-73.88568191
40.83886728,-74.09718711
40.58667358,-74.00668929
40.75915249,-73.87264051
40.78234333,-74.01183791
40.67819845,-74.16519026
40.70123785,-73.86220299
40.70100826,-74.07501266
40.66175239,-74.01135331
40.63444014,-74.03207822
40.77800376,-73.97734532
40.6912708,-73.82106675
40.60165256,-73.98370883
40.61200593,-74.03448354
40.61425277,-73.91247955
40.81227228,-74.05273018
40.59141439,-74.10021561
40.82978528,-73.94336532
40.58820252,-73.93907925
40.79234768,-73.88411782
40.77171339,-74.12107828
40.62624551,-73.9385152
40.63013945,-74.08380518
40.63920178,-73.87451732
40.68325257,-73.97480008
40.73051994,-74.04217037
40.79984942,-73.88743194
40.75252931,-74.01269559
40.77335751,-74.14283994
40.70342017,-73.98853804
40.62741382,-74.04708246
40.72257021,-73.90696753
40.69488322,-73.89066584
40.77434574,-73.85785167
40.80318624,-73.9209124
40.75012652,-73.94598915
40.73976943,-74.14266891
40.76574207,-74.18040819
40.75595866,-74.04561278
40.64316648,-74.05228345
40.6637659,-73.86766224
40.68127397,-73.86960616
40.6576583,-74.11307288
40.77034471,-73.90696406
40.75468839,-74.15707337
40.85540604,-74.00239353
40.7654972,-73.9233761
40.63437314,-74.15836744
40.62012971,-74.11552751
40.74426603,-73.99794298
40.78119188,-74.0947987
40.70255824,-73.9305236
40.77981187,-73.87731199
40.72981891,-74.08392835
40.72432673,-73.84357932
40.65401512,-74.14319104
40.79018952,-73.85674425
40.72377069,-74.04870542
40.66590861,-73.90490049
40.76441201,-73.93589977
40.7981124,-74.15232363
40.68186446,-74.15552654
40.67545791,-74.17579543
40.72061767,-73.97087474
40.61050122,-74.04823794
40.63070122,-74.09994375
40.76631664,-73.87925074
40.78245899,-74.08647155
40.74303293,-73.98319462
40.7409301,-74.04534732
40.65432967,-73.88733981
40.70313926,-74.0147523
40.65036429,-74.15522648
40.62183446,-74.10746631
40.66746704,-73.89135698
40.67590922,-74.04184325
40.66276245,-73.89526936
40.75912789,-73.8319114
40.72389292,-73.85960307
40.78479475,-73.96431585
40.73372248,-73.85301668
40.85130466,-73.97228743
40.67952603,-73.86875986
40.70096073,-73.99376884
40.74683986,-73.85192761
40.72234074,-74.12995687
40.72452948,-74.11018782
40.84613088,-74.03516852
40.78951173,-73.91476716
40.7174929,-74.02194514
40.6459246,-74.01806679
40.65709437,-74.16567358
40.7226158,-74.08880733
40.65990405,-74.14291401
40.65986333,-73.97605965
40.73172596,-74.07276745
40.57937263,-74.04088296
40.67970564,-73.87793678
40.72735466,-73.93422136
40.79523274,-74.06821294
40.64277876,-73.94511455
40.81077166,-73.95668881
40.79857631,-74.12725596
40.69446704,-74.16833633
40.70943677,-74.04108029
40.6996393,-73.94004396
40.72396955,-74.05775066
40.62155809,-73.98520264
40.80877371,-74.05024833
40.60498486,-74.11034797
40.74219854,-74.19204113
40.60936374,-73.8858218
40.71023413,-73.82242913
40.71600396,-73.86158606
40.62605489,-73.87314874
34.14572242,-118.2341582
33.93381737,-118.09645552
33.89103091,-118.23336588
33.95463385,-118.1086917
34.06199321,-118.17154403
33.94108649,-118.16796827
33.94173272,-118.39003878
34.11375785,-118.11984099
34.0870482,-118.26462335
34.15265124,-118.2644072
34.05180618,-118.39058164
34.19191144,-118.17707188
34.006355,-118.08226783
34.02631639,-118.15280866
34.17673873,-118.14558277
34.15878191,-118.41486948
33.9039607,-118.17434778
34.16368917,-118.06808589
33.935477,-118.08525319
34.09508763,-118.35766699
33.94566548,-118.1206268
33.9890705,-118.41013569
34.13020202,-118.44080059
34.16808977,-118.33709096
34.16494287,-118.35812035
34.1486988,-118.08734343
34.07832076,-118.26627951
34.00619352,-118.42396571
34.09069433,-118.13982381
34.2060247,-118.24610621
34.02527038,-118.03143633
34.07209467,-118.19385949
34.02053488,-118.18944779
33.98557109,-118.1654242
34.15499992,-118.28871399
34.0414953,-118.02629705
34.08969663,-118.22093798
34.14899011,-118.19169231
33.89749077,-118.26154264
34.20297334,-118.3734662
34.09192771,-118.26605713
34.13048917,-118.04187619
33.97019731,-118.30876975
34.18066908,-118.14437909
34.12801639,-118.33744941
34.04497323,-118.08887618
33.94204206,-118.36251756
34.07027637,-118.44098001
34.17155567,-118.14377735
33.98184482,-118.11714717
34.16729875,-118.20333952
34.01835781,-118.17923207
34.16824041,-118.08432177
33.94541833,-118.11802496
34.03864189,-118.05379085
34.12059266,-118.27954524
33.89758579,-118.16726714
33.90149361,-118.33562178
34.06386775,-118.07196112
34.09060788,-118.26059855
34.21220548,-118.13079457
34.15438517,-118.11151788
34.13345037,-118.37567039
33.87400698,-118.28930794
34.02583283,-118.16538184
33.9374575,-118.37850543
34.13907651,-118.21313145
33.94674159,-118.42714461
34.05661994,-118.34445112
34.01921609,-118.34080143
34.01378188,-118.14493024
34.09723841,-118.37721218
34.10028956,-118.0722032
33.99404502,-118.33053405
34.11849011,-118.08056123
34.20904959,-118.36134023
